Student ID,Name,Faculty,Advisor's Name,Email,Phone Number,Date of Birth,Gender,Address,Semesters,GPA,Scholarship Status / Tuition Fees,Clubs Attending
12220115,Shohjahon,ISE,Jung Eunji,shohjahon7@inha.edu,010-2144-8345,1998-09-11,M,"58 Jungang-Ro, Yeonsu-Gu, Incheon 127547",5,2.57,50%,Music Society
12220116,Jung Donghyun,IBT,Choi Minseo,donghyun42@inha.edu,010-6593-7781,2003-03-02,M,"36 Myeongdong-Ro, Seo-Gu, Incheon 125058",5,4.31,50%,0
12220117,Hadi Budi,KLC,Park Jimin,budi80@inha.edu,010-7622-1226,1997-02-04,M,"23 Jungang-Ro, Namdong-Gu, Incheon 121934",5,2.2,Full Tuition Fee,Drama Club
12220118,Bekbolot Akyl,KLC,Kim Seokjin,akyl88@inha.edu,010-9258-6336,2003-05-09,M,"95 Ondang-Ro, Bupyeong-Gu, Incheon 125370",5,4.03,Full Tuition Fee,Skating
12220119,Park Hyunjin,IBT,Jung Eunji,hyunjin91@inha.edu,010-6060-5354,1997-04-20,M,"11 Ondang-Ro, Bupyeong-Gu, Incheon 128222",5,2.95,25%,Game Programming
12220120,Nguyen Hoa,KLC,Park Jimin,hoa60@inha.edu,010-5072-1160,2002-05-28,F,"13 Cheongun-Ro, Gyeyang-Gu, Incheon 120139",5,3.61,50%,Music Society
12220121,Hadi Budi,KLC,Lee Hana,budi15@inha.edu,010-4470-4463,1997-03-13,M,"76 Ondang-Ro, Seo-Gu, Incheon 121560",5,3.54,50%,0
12220122,Dilnoza,ISE,Jung Hoseok,dilnoza70@inha.edu,010-7163-9448,2000-11-02,F,"5 Cheongun-Ro, Bupyeong-Gu, Incheon 124104",5,3.96,25%,Drama Club
12220123,Shohjahon,ISE,Jung Hoseok,shohjahon38@inha.edu,010-7962-4407,1997-05-27,M,"9 Myeongdong-Ro, Seo-Gu, Incheon 123776",5,3.81,100%,Drama Club
12220124,Jung Donghyun,IBT,Jung Hoseok,donghyun51@inha.edu,010-6593-4060,2000-05-27,M,"82 Jungang-Ro, Namdong-Gu, Incheon 129873",5,3.32,25%,0
12220125,Madina,ISE,Kang Daehyun,madina52@inha.edu,010-1484-8939,2003-05-07,F,"77 Jungang-Ro, Yeonsu-Gu, Incheon 128448",5,3.77,Full Tuition Fee,0
12220126,Hadi Budi,KLC,Kim Seokjin,budi29@inha.edu,010-6218-9746,2000-10-26,M,"27 Jungang-Ro, Yeonsu-Gu, Incheon 122017",5,3.92,Full Tuition Fee,Debate Team
12220127,Park Hyunjin,IBT,Kim Seokjin,hyunjin82@inha.edu,010-4914-1287,1995-06-04,M,"72 Myeongdong-Ro, Yeonsu-Gu, Incheon 127174",5,3.66,50%,Drama Club
12220128,Malika,ISE,Kim Seokjin,malika95@inha.edu,010-7740-9506,1997-05-09,F,"90 Geumgang-Ro, Namdong-Gu, Incheon 125192",5,2.81,25%,Music Society
12220129,Kang Seoyeon,IBT,Kim Seokjin,seoyeon84@inha.edu,010-2199-1613,1999-06-01,F,"49 Myeongdong-Ro, Seo-Gu, Incheon 125117",5,2.2,50%,0
12220130,Shohjahon,ISE,Jung Eunji,shohjahon53@inha.edu,010-4955-6351,1997-01-08,M,"42 Ondang-Ro, Gyeyang-Gu, Incheon 126745",5,2.19,50%,Drama Club
12220131,Shohjahon,ISE,Jung Hoseok,shohjahon69@inha.edu,010-4240-9085,1998-06-15,M,"33 Ondang-Ro, Bupyeong-Gu, Incheon 128146",5,3.57,Full Tuition Fee,Game Programming
12220132,Kim Minho,IBT,Jung Eunji,minho98@inha.edu,010-5887-3789,2004-07-15,M,"63 Myeongdong-Ro, Seo-Gu, Incheon 121153",5,2.93,100%,Debate Team
12220133,Ruslan Bakyt,KLC,Jung Hoseok,bakyt39@inha.edu,010-4748-7684,1999-12-04,M,"15 Geumgang-Ro, Yeonsu-Gu, Incheon 126960",5,4.07,100%,Rock Climbing
12220134,Choi Soojin,IBT,Jung Eunji,soojin1@inha.edu,010-1289-6823,2005-11-23,F,"45 Geumgang-Ro, Yeonsu-Gu, Incheon 128659",5,3.46,Full Tuition Fee,Game Programming
12230000,Ziyoda,ISE,Kang Daehyun,ziyoda78@inha.edu,010-6009-1754,1997-03-10,F,"59 Ondang-Ro, Namdong-Gu, Incheon 120446",4,4.14,25%,Rock Climbing
12230001,Aibek Temir,KLC,Choi Minseo,temir71@inha.edu,010-3972-2551,1996-12-14,M,"94 Myeongdong-Ro, Bupyeong-Gu, Incheon 121904",4,3.25,Full Tuition Fee,Dance Club
12230002,Min Win,KLC,Jung Eunji,win68@inha.edu,010-5024-1815,2004-08-08,M,"87 Myeongdong-Ro, Seo-Gu, Incheon 127775",4,4.08,Full Tuition Fee,Game Programming
12230003,Islom,ISE,Jung Eunji,islom4@inha.edu,010-9712-1030,2005-12-01,M,"50 Cheongun-Ro, Gyeyang-Gu, Incheon 129235",4,3.72,Full Tuition Fee,Skating
12230004,Aibek Temir,KLC,Kang Daehyun,temir79@inha.edu,010-5891-8675,2000-12-23,M,"42 Geumgang-Ro, Gyeyang-Gu, Incheon 124638",4,4.12,Full Tuition Fee,Game Programming
12230005,Lee Jisoo,IBT,Lee Hana,jisoo16@inha.edu,010-9848-5542,2002-11-15,F,"82 Myeongdong-Ro, Yeonsu-Gu, Incheon 120165",4,3.53,Full Tuition Fee,Rock Climbing
12230006,Yamada Taro,KLC,Park Jimin,taro56@inha.edu,010-7767-4380,2001-11-04,M,"76 Ondang-Ro, Seo-Gu, Incheon 128871",4,4.24,50%,0
12230007,Aizada Nurlan,KLC,Jung Hoseok,nurlan19@inha.edu,010-1254-1993,1996-11-15,F,"12 Geumgang-Ro, Yeonsu-Gu, Incheon 120098",4,2.13,25%,0
12230008,Gulnoza,ISE,Lee Hana,gulnoza5@inha.edu,010-3503-5426,2003-06-25,F,"78 Geumgang-Ro, Seo-Gu, Incheon 123599",4,3.57,Full Tuition Fee,Debate Team
12230009,Sarvar,ISE,Choi Minseo,sarvar96@inha.edu,010-5749-7094,2003-04-04,M,"22 Jungang-Ro, Bupyeong-Gu, Incheon 120780",4,3.53,Full Tuition Fee,Game Programming
12230010,Islom,ISE,Jung Eunji,islom37@inha.edu,010-7030-1634,2005-12-15,M,"10 Jungang-Ro, Yeonsu-Gu, Incheon 129224",4,3.69,Full Tuition Fee,Music Society
12230011,Malika,ISE,Kim Seokjin,malika13@inha.edu,010-2139-2814,1998-04-02,F,"43 Ondang-Ro, Namdong-Gu, Incheon 128551",4,2.99,50%,Skating
12230012,Choi Soojin,IBT,Jung Hoseok,soojin8@inha.edu,010-4908-8457,1999-03-01,F,"44 Geumgang-Ro, Seo-Gu, Incheon 127232",4,2.51,Full Tuition Fee,Rock Climbing
12230013,Shohjahon,ISE,Kang Daehyun,shohjahon31@inha.edu,010-3524-4401,1998-11-26,M,"98 Myeongdong-Ro, Seo-Gu, Incheon 123753",4,2.18,25%,Skating
12230014,Islom,ISE,Choi Minseo,islom96@inha.edu,010-5376-4254,2003-08-17,M,"1 Jungang-Ro, Yeonsu-Gu, Incheon 129778",4,3.16,Full Tuition Fee,Kayaking
12230015,Choi Soojin,IBT,Lee Hana,soojin80@inha.edu,010-6077-2358,2004-09-27,F,"89 Ondang-Ro, Seo-Gu, Incheon 129193",4,2.22,50%,Drama Club
12230016,Jung Donghyun,IBT,Jung Eunji,donghyun90@inha.edu,010-3594-7178,1998-11-14,M,"82 Ondang-Ro, Namdong-Gu, Incheon 129450",4,2.94,Full Tuition Fee,0
12230017,Choi Soojin,IBT,Kang Daehyun,soojin38@inha.edu,010-4736-5835,1995-12-14,F,"49 Jungang-Ro, Namdong-Gu, Incheon 128308",4,2.76,Full Tuition Fee,0
12230018,Nguyen Hoa,KLC,Kim Seokjin,hoa65@inha.edu,010-5879-2286,1997-05-05,F,"80 Myeongdong-Ro, Gyeyang-Gu, Incheon 121082",4,4.03,Full Tuition Fee,Debate Team
12230019,Lee Jisoo,IBT,Kang Daehyun,jisoo67@inha.edu,010-9826-3616,2003-02-23,F,"74 Jungang-Ro, Bupyeong-Gu, Incheon 124363",4,3.47,50%,Rock Climbing
12230020,Sarvar,ISE,Park Jimin,sarvar4@inha.edu,010-5834-7447,2002-07-21,M,"71 Geumgang-Ro, Bupyeong-Gu, Incheon 120094",4,4.22,100%,0
12230021,Lee Jisoo,IBT,Kim Seokjin,jisoo25@inha.edu,010-1778-6838,1998-10-17,F,"20 Myeongdong-Ro, Yeonsu-Gu, Incheon 123055",4,2.04,Full Tuition Fee,Skating
12230022,Ziyoda,ISE,Kim Seokjin,ziyoda90@inha.edu,010-4168-3193,2001-03-02,F,"97 Jungang-Ro, Seo-Gu, Incheon 129270",4,2.59,Full Tuition Fee,Drama Club
12230023,Choi Soojin,IBT,Jung Hoseok,soojin20@inha.edu,010-4642-8047,1997-06-14,F,"45 Jungang-Ro, Seo-Gu, Incheon 127338",4,2.9,Full Tuition Fee,Game Programming
12230024,Sarvar,ISE,Jung Hoseok,sarvar97@inha.edu,010-8474-6096,1998-02-01,M,"60 Geumgang-Ro, Seo-Gu, Incheon 127184",4,2.51,100%,Dance Club
12230025,Azizbek,ISE,Jung Hoseok,azizbek89@inha.edu,010-8703-4270,1998-01-22,M,"18 Cheongun-Ro, Namdong-Gu, Incheon 125922",4,3.48,50%,Kayaking
12230026,Jung Donghyun,IBT,Lee Hana,donghyun6@inha.edu,010-1385-6866,1999-05-24,M,"2 Geumgang-Ro, Gyeyang-Gu, Incheon 125603",4,4.1,25%,Skating
12230027,Aung Kyaw,KLC,Kim Seokjin,kyaw53@inha.edu,010-9897-8021,2005-02-03,M,"68 Ondang-Ro, Yeonsu-Gu, Incheon 120582",4,4.12,Full Tuition Fee,Rock Climbing
12230028,Park Hyunjin,IBT,Park Jimin,hyunjin9@inha.edu,010-7101-9977,2000-05-15,M,"37 Jungang-Ro, Yeonsu-Gu, Incheon 121418",4,3.97,Full Tuition Fee,0
12230029,Min Win,KLC,Lee Hana,win46@inha.edu,010-6932-8093,2001-09-18,M,"54 Geumgang-Ro, Seo-Gu, Incheon 125163",4,2.76,Full Tuition Fee,Kayaking
12230030,Kim Minho,IBT,Lee Hana,minho61@inha.edu,010-3769-2670,2002-10-15,M,"8 Ondang-Ro, Namdong-Gu, Incheon 125723",4,3.57,Full Tuition Fee,Music Society
12230031,Shohjahon,ISE,Kang Daehyun,shohjahon57@inha.edu,010-6733-6568,1998-10-09,M,"66 Cheongun-Ro, Seo-Gu, Incheon 121346",4,2.34,25%,Kayaking
12230032,Lee Jisoo,IBT,Park Jimin,jisoo77@inha.edu,010-8005-7745,2003-10-02,F,"61 Cheongun-Ro, Bupyeong-Gu, Incheon 126559",4,3.1,100%,0
12230033,Kim Minho,IBT,Jung Hoseok,minho49@inha.edu,010-1798-5321,1996-09-18,M,"29 Myeongdong-Ro, Gyeyang-Gu, Incheon 123963",4,2.17,25%,Kayaking
12230034,Kim Minho,IBT,Jung Hoseok,minho6@inha.edu,010-2981-6547,1995-03-21,M,"89 Myeongdong-Ro, Bupyeong-Gu, Incheon 120434",4,3.66,100%,Drama Club
12230035,Yamada Taro,KLC,Park Jimin,taro87@inha.edu,010-2576-4293,2004-04-01,M,"88 Jungang-Ro, Bupyeong-Gu, Incheon 120501",4,2.31,25%,Dance Club
12230036,Jahongir,ISE,Kim Seokjin,jahongir88@inha.edu,010-9826-7393,2001-12-13,M,"99 Cheongun-Ro, Seo-Gu, Incheon 121716",4,4.39,50%,Kayaking
12230037,Takahashi Mei,KLC,Choi Minseo,mei3@inha.edu,010-4161-8892,2000-08-23,F,"10 Jungang-Ro, Yeonsu-Gu, Incheon 122803",4,3.17,100%,0
12230038,Islom,ISE,Choi Minseo,islom82@inha.edu,010-3243-1001,1997-01-09,M,"52 Myeongdong-Ro, Seo-Gu, Incheon 124277",4,2.01,25%,Skating
12230039,Lee Jisoo,IBT,Park Jimin,jisoo76@inha.edu,010-2369-1042,2000-09-24,F,"33 Ondang-Ro, Namdong-Gu, Incheon 122772",4,3.28,Full Tuition Fee,Music Society
12230040,Choi Soojin,IBT,Jung Eunji,soojin17@inha.edu,010-6456-9717,2004-12-18,F,"59 Myeongdong-Ro, Seo-Gu, Incheon 124554",4,2.11,100%,Drama Club
12230041,Choi Soojin,IBT,Kang Daehyun,soojin4@inha.edu,010-1749-5415,1998-08-07,F,"98 Geumgang-Ro, Gyeyang-Gu, Incheon 126840",4,3.48,25%,Rock Climbing
12230042,Park Hyunjin,IBT,Lee Hana,hyunjin29@inha.edu,010-6536-6534,2000-11-09,M,"34 Myeongdong-Ro, Bupyeong-Gu, Incheon 120535",4,2.85,Full Tuition Fee,0
12230043,Islom,ISE,Jung Eunji,islom5@inha.edu,010-8989-6895,2004-10-06,M,"46 Myeongdong-Ro, Bupyeong-Gu, Incheon 129022",4,3.43,50%,Rock Climbing
12230044,Jahongir,ISE,Jung Hoseok,jahongir70@inha.edu,010-7212-2806,2000-01-19,M,"86 Myeongdong-Ro, Bupyeong-Gu, Incheon 120529",4,4.2,100%,0
12230045,Shohjahon,ISE,Jung Hoseok,shohjahon30@inha.edu,010-3880-8615,2002-04-17,M,"79 Cheongun-Ro, Gyeyang-Gu, Incheon 122802",4,3.44,Full Tuition Fee,Game Programming
12230046,Gulnoza,ISE,Park Jimin,gulnoza90@inha.edu,010-6493-4508,2000-09-25,F,"20 Jungang-Ro, Seo-Gu, Incheon 126240",4,2.76,50%,0
12230047,Aizada Nurlan,KLC,Choi Minseo,nurlan63@inha.edu,010-1582-4396,1995-02-05,F,"50 Geumgang-Ro, Namdong-Gu, Incheon 121773",4,2.12,100%,Debate Team
12230048,Dilnoza,ISE,Park Jimin,dilnoza46@inha.edu,010-2120-2264,1996-07-23,F,"41 Myeongdong-Ro, Seo-Gu, Incheon 122637",4,3.53,Full Tuition Fee,Kayaking
12230049,Jahongir,ISE,Choi Minseo,jahongir91@inha.edu,010-4248-2059,2001-01-17,M,"81 Myeongdong-Ro, Seo-Gu, Incheon 120692",4,3.62,Full Tuition Fee,Game Programming
12230050,Ziyoda,ISE,Jung Hoseok,ziyoda96@inha.edu,010-2465-3406,2002-08-23,F,"15 Myeongdong-Ro, Namdong-Gu, Incheon 122165",4,4.01,25%,Game Programming
12230051,Kim Minho,IBT,Jung Hoseok,minho35@inha.edu,010-5624-9964,1995-03-13,M,"75 Cheongun-Ro, Bupyeong-Gu, Incheon 120789",4,3.34,Full Tuition Fee,Game Programming
12230052,Shohjahon,ISE,Lee Hana,shohjahon57@inha.edu,010-9734-8932,1997-02-14,M,"19 Myeongdong-Ro, Bupyeong-Gu, Incheon 129206",4,3.59,Full Tuition Fee,Dance Club
12230053,Kang Seoyeon,IBT,Lee Hana,seoyeon37@inha.edu,010-8613-2718,1997-02-13,F,"89 Ondang-Ro, Gyeyang-Gu, Incheon 120283",4,2.12,Full Tuition Fee,Debate Team
12230054,Choi Soojin,IBT,Jung Eunji,soojin63@inha.edu,010-8661-5884,2001-02-07,F,"43 Jungang-Ro, Yeonsu-Gu, Incheon 129411",4,3.64,50%,Kayaking
12230055,Ziyoda,ISE,Kang Daehyun,ziyoda37@inha.edu,010-5765-3853,2003-12-13,F,"18 Ondang-Ro, Yeonsu-Gu, Incheon 123039",4,2.67,100%,Debate Team
12230056,Madina,ISE,Lee Hana,madina52@inha.edu,010-2521-8193,2000-12-16,F,"86 Ondang-Ro, Namdong-Gu, Incheon 125445",4,2.98,Full Tuition Fee,0
12230057,Shohjahon,ISE,Jung Eunji,shohjahon6@inha.edu,010-2692-3713,2001-01-27,M,"20 Jungang-Ro, Yeonsu-Gu, Incheon 128722",4,2.23,100%,0
12230058,Jung Donghyun,IBT,Lee Hana,donghyun57@inha.edu,010-2131-4965,2004-05-04,M,"49 Cheongun-Ro, Gyeyang-Gu, Incheon 128242",4,2.08,100%,Music Society
12230059,Park Hyunjin,IBT,Jung Hoseok,hyunjin70@inha.edu,010-9701-2239,1998-01-28,M,"3 Ondang-Ro, Namdong-Gu, Incheon 124526",4,3.03,25%,Rock Climbing
12230060,Lee Jisoo,IBT,Jung Eunji,jisoo91@inha.edu,010-7951-4043,1997-06-09,F,"91 Myeongdong-Ro, Namdong-Gu, Incheon 123998",4,2.08,Full Tuition Fee,Game Programming
12230061,Jung Donghyun,IBT,Kim Seokjin,donghyun59@inha.edu,010-2250-2446,2002-04-13,M,"91 Jungang-Ro, Namdong-Gu, Incheon 127199",4,2.99,Full Tuition Fee,Drama Club
12230062,Min Win,KLC,Jung Eunji,win81@inha.edu,010-7906-3426,2000-10-06,M,"2 Ondang-Ro, Namdong-Gu, Incheon 123346",4,3.07,Full Tuition Fee,Debate Team
12230063,Azizbek,ISE,Kang Daehyun,azizbek13@inha.edu,010-2701-8324,1997-01-23,M,"89 Myeongdong-Ro, Seo-Gu, Incheon 128758",4,2.82,Full Tuition Fee,Game Programming
12230064,Thuzar Hnin,KLC,Lee Hana,hnin41@inha.edu,010-2904-8357,2005-08-19,F,"88 Myeongdong-Ro, Bupyeong-Gu, Incheon 122927",4,3.63,Full Tuition Fee,0
12230065,Jahongir,ISE,Lee Hana,jahongir85@inha.edu,010-4475-6496,1998-01-10,M,"36 Jungang-Ro, Bupyeong-Gu, Incheon 123495",4,4.17,50%,Music Society
12230066,Ziyoda,ISE,Kang Daehyun,ziyoda38@inha.edu,010-8495-9322,1995-08-26,F,"88 Jungang-Ro, Gyeyang-Gu, Incheon 126680",4,2.07,100%,Music Society
12230067,Bekbolot Akyl,KLC,Kim Seokjin,akyl55@inha.edu,010-4015-6541,2001-07-06,M,"55 Myeongdong-Ro, Gyeyang-Gu, Incheon 127705",4,3.01,25%,Kayaking
12230068,Madina,ISE,Jung Hoseok,madina72@inha.edu,010-7139-2628,1998-10-18,F,"29 Cheongun-Ro, Gyeyang-Gu, Incheon 120260",4,3.63,Full Tuition Fee,Game Programming
12230069,Nguyen Hoa,KLC,Jung Eunji,hoa74@inha.edu,010-8235-7518,1995-03-18,F,"27 Ondang-Ro, Gyeyang-Gu, Incheon 126390",4,4.3,25%,Rock Climbing
12230070,Shohjahon,ISE,Kim Seokjin,shohjahon56@inha.edu,010-2046-4583,1998-03-01,M,"2 Myeongdong-Ro, Seo-Gu, Incheon 128136",4,4.17,50%,Music Society
12230071,Kang Seoyeon,IBT,Jung Eunji,seoyeon17@inha.edu,010-4054-2506,2004-11-01,F,"56 Myeongdong-Ro, Seo-Gu, Incheon 127496",4,3.68,Full Tuition Fee,Drama Club
12230072,Park Hyunjin,IBT,Kang Daehyun,hyunjin35@inha.edu,010-8406-2069,1996-03-25,M,"69 Geumgang-Ro, Namdong-Gu, Incheon 121698",4,3.82,Full Tuition Fee,0
12230073,Malika,ISE,Choi Minseo,malika23@inha.edu,010-5117-3874,1998-05-13,F,"98 Ondang-Ro, Bupyeong-Gu, Incheon 120927",4,3.48,Full Tuition Fee,Game Programming
12230074,Choi Soojin,IBT,Choi Minseo,soojin10@inha.edu,010-6953-7637,2005-02-12,F,"43 Ondang-Ro, Gyeyang-Gu, Incheon 129991",4,3.05,100%,Debate Team
12230075,Madina,ISE,Kim Seokjin,madina58@inha.edu,010-7158-6758,1997-07-28,F,"17 Cheongun-Ro, Bupyeong-Gu, Incheon 127265",4,3.48,100%,Kayaking
12230076,Kim Minho,IBT,Jung Hoseok,minho66@inha.edu,010-4626-8853,2005-10-28,M,"92 Jungang-Ro, Gyeyang-Gu, Incheon 120171",4,3.82,50%,Rock Climbing
12230077,Adi Putri,KLC,Jung Hoseok,putri20@inha.edu,010-2450-9247,2005-10-03,F,"46 Jungang-Ro, Seo-Gu, Incheon 128035",4,3.15,25%,0
12230078,Madina,ISE,Lee Hana,madina47@inha.edu,010-8922-9123,2001-08-14,F,"11 Myeongdong-Ro, Gyeyang-Gu, Incheon 128034",4,3.9,Full Tuition Fee,Game Programming
12230079,Shohjahon,ISE,Park Jimin,shohjahon38@inha.edu,010-4654-5570,2002-10-17,M,"92 Cheongun-Ro, Namdong-Gu, Incheon 126617",4,2.91,Full Tuition Fee,Drama Club
12230080,Choi Soojin,IBT,Kang Daehyun,soojin18@inha.edu,010-1117-5068,2003-06-09,F,"3 Geumgang-Ro, Namdong-Gu, Incheon 120098",4,4.47,Full Tuition Fee,Skating
12230081,Min Win,KLC,Lee Hana,win32@inha.edu,010-1279-1463,1996-02-09,M,"46 Cheongun-Ro, Yeonsu-Gu, Incheon 128673",4,2.92,Full Tuition Fee,0
12230082,Aibek Temir,KLC,Park Jimin,temir81@inha.edu,010-1895-1444,2000-05-26,M,"8 Myeongdong-Ro, Bupyeong-Gu, Incheon 129653",4,4.2,50%,Kayaking
12230083,Lee Jisoo,IBT,Kang Daehyun,jisoo74@inha.edu,010-4484-9005,2005-06-28,F,"7 Cheongun-Ro, Bupyeong-Gu, Incheon 121056",4,3.33,Full Tuition Fee,Rock Climbing
12230084,Kang Seoyeon,IBT,Park Jimin,seoyeon40@inha.edu,010-4844-8486,1996-09-04,F,"80 Jungang-Ro, Seo-Gu, Incheon 126162",4,3.85,Full Tuition Fee,Skating
12230085,Gulnoza,ISE,Park Jimin,gulnoza82@inha.edu,010-3323-2168,1995-02-24,F,"77 Cheongun-Ro, Gyeyang-Gu, Incheon 124463",4,3.65,25%,Rock Climbing
12230086,Jung Donghyun,IBT,Choi Minseo,donghyun2@inha.edu,010-7270-5657,1995-05-06,M,"50 Jungang-Ro, Bupyeong-Gu, Incheon 122176",4,2.59,50%,Game Programming
12230087,Lee Jisoo,IBT,Lee Hana,jisoo77@inha.edu,010-5233-3225,1999-06-28,F,"6 Myeongdong-Ro, Namdong-Gu, Incheon 125877",4,3.17,Full Tuition Fee,0
12230088,Kang Seoyeon,IBT,Choi Minseo,seoyeon60@inha.edu,010-5543-3108,2005-11-06,F,"48 Jungang-Ro, Namdong-Gu, Incheon 127963",4,4.2,Full Tuition Fee,Dance Club
12230089,Islom,ISE,Kim Seokjin,islom63@inha.edu,010-5420-6809,2003-10-18,M,"35 Jungang-Ro, Bupyeong-Gu, Incheon 122501",4,3.0,Full Tuition Fee,Debate Team
12230000,Sarvar,ISE,Kang Daehyun,sarvar80@inha.edu,010-1995-6589,1998-12-27,M,"35 Cheongun-Ro, Gyeyang-Gu, Incheon 120127",3,2.06,Full Tuition Fee,Debate Team
12230001,Choi Soojin,IBT,Lee Hana,soojin18@inha.edu,010-1765-4048,2003-08-08,F,"79 Myeongdong-Ro, Bupyeong-Gu, Incheon 126451",3,4.33,Full Tuition Fee,Kayaking
12230002,Dilnoza,ISE,Kang Daehyun,dilnoza36@inha.edu,010-8427-7436,2005-04-06,F,"46 Myeongdong-Ro, Gyeyang-Gu, Incheon 128883",3,4.22,Full Tuition Fee,Music Society
12230003,Jung Donghyun,IBT,Park Jimin,donghyun8@inha.edu,010-1837-3855,1996-08-17,M,"52 Ondang-Ro, Gyeyang-Gu, Incheon 124537",3,4.07,100%,0
12230004,Azizbek,ISE,Park Jimin,azizbek5@inha.edu,010-8483-3229,2000-01-26,M,"24 Ondang-Ro, Gyeyang-Gu, Incheon 124770",3,3.74,Full Tuition Fee,Rock Climbing
12230005,Kang Seoyeon,IBT,Lee Hana,seoyeon33@inha.edu,010-2066-9009,2003-01-04,F,"42 Jungang-Ro, Yeonsu-Gu, Incheon 125580",3,4.38,25%,Drama Club
12230006,Gulnoza,ISE,Kang Daehyun,gulnoza96@inha.edu,010-6909-8906,1996-11-10,F,"99 Geumgang-Ro, Namdong-Gu, Incheon 124346",3,4.47,50%,Rock Climbing
12230007,Meerim Zhumagul,KLC,Kim Seokjin,zhumagul47@inha.edu,010-1881-9779,1996-04-13,F,"97 Cheongun-Ro, Yeonsu-Gu, Incheon 128628",3,3.94,Full Tuition Fee,Rock Climbing
12230008,Kim Minho,IBT,Jung Eunji,minho47@inha.edu,010-8449-7096,1996-08-09,M,"35 Ondang-Ro, Namdong-Gu, Incheon 128165",3,4.2,Full Tuition Fee,Game Programming
12230009,Meerim Zhumagul,KLC,Choi Minseo,zhumagul14@inha.edu,010-9652-7863,2004-08-12,F,"9 Geumgang-Ro, Gyeyang-Gu, Incheon 124132",3,3.55,Full Tuition Fee,Game Programming
12230010,Shohjahon,ISE,Lee Hana,shohjahon11@inha.edu,010-6022-4170,1999-05-23,M,"41 Jungang-Ro, Bupyeong-Gu, Incheon 124536",3,2.74,Full Tuition Fee,Debate Team
12230011,Gulnoza,ISE,Jung Hoseok,gulnoza12@inha.edu,010-2117-3092,2000-10-26,F,"1 Ondang-Ro, Yeonsu-Gu, Incheon 127957",3,3.63,Full Tuition Fee,Drama Club
12230012,Choi Soojin,IBT,Choi Minseo,soojin25@inha.edu,010-8690-8766,2002-06-20,F,"18 Ondang-Ro, Gyeyang-Gu, Incheon 127190",3,4.12,Full Tuition Fee,Rock Climbing
12230013,Lee Jisoo,IBT,Kim Seokjin,jisoo38@inha.edu,010-7440-5680,2002-09-03,F,"41 Geumgang-Ro, Namdong-Gu, Incheon 121917",3,2.82,25%,0
12230014,Kim Minho,IBT,Park Jimin,minho80@inha.edu,010-9754-6461,1999-02-19,M,"67 Myeongdong-Ro, Gyeyang-Gu, Incheon 120452",3,3.81,25%,Debate Team
12230015,Dilnoza,ISE,Lee Hana,dilnoza55@inha.edu,010-4325-5975,1998-02-26,F,"21 Jungang-Ro, Namdong-Gu, Incheon 125524",3,4.38,Full Tuition Fee,0
12230016,Min Win,KLC,Jung Eunji,win44@inha.edu,010-9884-6270,1999-12-01,M,"66 Jungang-Ro, Seo-Gu, Incheon 125047",3,2.37,100%,Drama Club
12230017,Choi Soojin,IBT,Kang Daehyun,soojin3@inha.edu,010-2215-2076,1996-12-16,F,"9 Cheongun-Ro, Yeonsu-Gu, Incheon 129245",3,3.92,Full Tuition Fee,0
12230018,Lee Jisoo,IBT,Jung Eunji,jisoo48@inha.edu,010-3238-4426,1998-05-13,F,"41 Geumgang-Ro, Namdong-Gu, Incheon 123468",3,3.05,100%,0
12230019,Kang Seoyeon,IBT,Park Jimin,seoyeon83@inha.edu,010-8573-2289,1997-05-25,F,"52 Cheongun-Ro, Seo-Gu, Incheon 121509",3,2.28,100%,Skating
12230020,Sarvar,ISE,Jung Hoseok,sarvar18@inha.edu,010-3612-1678,1997-11-18,M,"74 Myeongdong-Ro, Seo-Gu, Incheon 129258",3,4.35,100%,Skating
12230021,Jung Donghyun,IBT,Park Jimin,donghyun71@inha.edu,010-2487-8976,1995-06-12,M,"63 Jungang-Ro, Gyeyang-Gu, Incheon 124396",3,4.04,25%,Kayaking
12230022,Jung Donghyun,IBT,Kim Seokjin,donghyun4@inha.edu,010-8336-5647,2003-04-15,M,"64 Jungang-Ro, Namdong-Gu, Incheon 123905",3,4.25,Full Tuition Fee,Drama Club
12230023,Kang Seoyeon,IBT,Park Jimin,seoyeon46@inha.edu,010-6566-7435,2000-01-19,F,"40 Jungang-Ro, Gyeyang-Gu, Incheon 123179",3,4.2,25%,Skating
12230024,Lee Jisoo,IBT,Jung Eunji,jisoo21@inha.edu,010-7390-4423,1996-06-16,F,"48 Myeongdong-Ro, Yeonsu-Gu, Incheon 125205",3,2.37,Full Tuition Fee,Drama Club
12230025,Sarvar,ISE,Jung Hoseok,sarvar98@inha.edu,010-4960-8800,2000-12-25,M,"6 Myeongdong-Ro, Yeonsu-Gu, Incheon 128881",3,3.2,25%,Game Programming
12230026,Park Hyunjin,IBT,Kim Seokjin,hyunjin50@inha.edu,010-5301-3928,2000-12-19,M,"15 Myeongdong-Ro, Gyeyang-Gu, Incheon 120705",3,3.89,Full Tuition Fee,Skating
12230027,Kang Seoyeon,IBT,Lee Hana,seoyeon56@inha.edu,010-7660-8731,2001-02-18,F,"8 Jungang-Ro, Bupyeong-Gu, Incheon 123285",3,3.27,Full Tuition Fee,0
